,department1,year,term,enrollment,name_key1,course_title
11158,SOCIOL,2015,fall,14.0,SOCIOL 203,Advanced Quantitative Research Methods
11159,SOCIOL,2015,fall,12.0,SOCIOL 204,Classical Social Theory
11160,SOCIOL,2015,fall,10.0,SOCIOL 208,Contemporary Theory and Research
11161,SOCIOL,2015,fall,13.0,SOCIOL 23,Introduction to Political Sociology
11162,SOCIOL,2015,fall,6.0,SOCIOL 243,Economic Sociology
11163,SOCIOL,2015,fall,23.0,SOCIOL 255,Social Stratification: Seminar
11164,SOCIOL,2015,fall,83.0,SOCIOL 25,Introduction to the Sociology of Organizations
11165,SOCIOL,2015,fall,2.0,SOCIOL 263,Historical Sociology: Cultural and Institutional Perspectives
11166,SOCIOL,2015,fall,13.0,SOCIOL 305,Teaching Practicum
11167,SOCIOL,2015,fall,14.0,SOCIOL 310,Qualifying Paper
11168,SOCIOL,2015,fall,16.0,SOCIOL 97,Tutorial in Sociological Theory
11169,SOCIOL,2015,fall,10.0,SOCIOL 98GC,"Global Workers, Professionals & Entrepreneurs: The New Economic Order Across Borders"
11170,SOCIOL,2015,fall,10.0,SOCIOL 98TA,"""Studying Up"": Privilege, Elite Education, and Inequality"
11171,SOCIOL,2015,fall,6.0,SOCIOL 98WB,"Race, Poverty, and Justice"
11172,SOCWORLD,2015,fall,23.0,SOCWORLD 12,China
11173,SOCWORLD,2015,fall,142.0,SOCWORLD 14,The British Empire
11174,SOCWORLD,2015,fall,314.0,SOCWORLD 25,Case Studies in Global Health: Biosocial Perspectives
11175,SOCWORLD,2015,fall,40.0,SOCWORLD 30,Moctezuma's Mexico: Then and Now
11176,SOCWORLD,2015,fall,64.0,SOCWORLD 33,Tokyo
11177,SOCWORLD,2015,fall,77.0,SOCWORLD 34,"The Caribbean: Globalization, Socio-Economic Development & Cultural Adaptation"
11178,SOCWORLD,2015,fall,58.0,SOCWORLD 41,Medieval Europe
11179,SOCWORLD,2015,fall,34.0,SOCWORLD 42,"The World Wars and Global Transformation, 1900-1950"
11180,SOCWORLD,2015,fall,77.0,SOCWORLD 47,Contemporary Developing Countries: Entrepreneurial Solutions to Intractable Problems
11181,SOCWORLD,2015,fall,42.0,SOCWORLD 54,Islam and Politics in the Modern Middle East
11182,SPANSH,2015,fall,12.0,SPANSH 110,Hispanic Literature: The Middle Ages
11183,SPANSH,2015,fall,14.0,SPANSH 160,Aesthetics of Sensationalism: Crime and Violence in Latin American Culture
11184,SPANSH,2015,fall,8.0,SPANSH 245,Artes en Movimiento
11185,SPANSH,2015,fall,7.0,SPANSH 264,"New Approaches to Latin American Literature, Criticism and Theory"
11186,SPANSH,2015,fall,42.0,SPANSH 30,Advanced Spanish Language I: Four Countries and their Cultures
11187,SPANSH,2015,fall,76.0,SPANSH 40,Advanced Spanish Language II: Viewing the Hispanic World
11188,SPANSH,2015,fall,7.0,SPANSH 49H,Spanish for Latino Students
11189,SPANSH,2015,fall,50.0,SPANSH 50,Writing and Performance
11190,SPANSH,2015,fall,12.0,SPANSH 59,Spanish and the Community
11191,SPANSH,2015,fall,16.0,SPANSH 61N,Advanced Spanish Language and Culture: The Ethics of Business
11192,SPANSH,2015,fall,16.0,SPANSH 70C,Tales of Two Spains: A Survey of Spanish Modern Literature and Culture (18th to 21st centuries)
11193,SPANSH,2015,fall,9.0,SPANSH 80T,Words of Which History is Made: Translation Workshop on 20th-Century Spain
11194,SPANSH,2015,fall,14.0,SPANSH 90N,Border Flux and Border Subjects: Cultural Practices of the US-Mexico Border
11195,SPANSH,2015,fall,137.0,SPANSH AA,Beginning Spanish I
11196,SPANSH,2015,fall,95.0,SPANSH AB,Beginning Spanish II
11197,SPANSH,2015,fall,10.0,SPANSH ACD,Intensive Beginning Spanish: Special Course
11198,SPANSH,2015,fall,98.0,SPANSH C,Intermediate Spanish
11199,STAT,2015,fall,41.0,STAT 100,Introduction to Quantitative Methods for the Social Sciences and Humanities
11200,STAT,2015,fall,239.0,STAT 104,Introduction to Quantitative Methods for Economics
11201,STAT,2015,fall,77.0,STAT 107,Introduction to Business and Financial Statistics
11202,STAT,2015,fall,444.0,STAT 110,Introduction to Probability
11203,STAT,2015,fall,71.0,STAT 121,Data Science
11204,STAT,2015,fall,110.0,STAT 131,Time Series & Prediction
11205,STAT,2015,fall,35.0,STAT 135,Statistical Computing Software
11206,STAT,2015,fall,86.0,STAT 139,Statistical Sleuthing Through Linear Models
11207,STAT,2015,fall,39.0,STAT 151,Multilevel and Longitudinal Models
11208,STAT,2015,fall,19.0,STAT 160,Design and Analysis of Sample Surveys
11209,STAT,2015,fall,65.0,STAT 210,Probability I
11210,STAT,2015,fall,14.0,STAT 213,Statistical Inference II
11211,STAT,2015,fall,22.0,STAT 220,Bayesian Data Analysis
11212,STAT,2015,fall,31.0,STAT 230,Multivariate Statistical Analysis
11213,STAT,2015,fall,25.0,STAT 240,Matched Sampling and Study Design
11214,STAT,2015,fall,4.0,STAT 260,Design and Analysis of Sample Surveys
11215,STAT,2015,fall,20.0,STAT 300HFRA,Research in Statistics
11216,STAT,2015,fall,10.0,STAT 303HFA,The Art and Practice of Teaching Statistics
11217,STAT,2015,fall,11.0,STAT 366HFRA,Introduction to Research
11253,US-WORLD,2015,fall,64.0,US-WORLD 24,Reinventing (and Reimagining) Boston: The Changing American City
11254,US-WORLD,2015,fall,74.0,US-WORLD 35,Dilemmas of Equity and Excellence in American K-12 Education
11255,US-WORLD,2015,fall,96.0,US-WORLD 36,Innovation and Entrepreneurship: American Experience in Comparative Perspective
11256,US-WORLD,2015,fall,56.0,US-WORLD 38,Forced to be Free: Americans as Occupiers and Nation-Builders
11257,US-WORLD,2015,fall,76.0,US-WORLD 39,History of American Democracy
11309,AESTHINT,2016,spring,75.0,AESTHINT 36,Buddhism and Japanese Culture
11310,AESTHINT,2016,spring,40.0,AESTHINT 54,"For the Love of God and His Prophet: Religion, Literature, and the Arts in Muslim Cultures"
11311,AESTHINT,2016,spring,11.0,AESTHINT 60,Literature and Art in an Era of Crisis and Oppression: Modernism in Eastern Europe
11312,AESTHINT,2016,spring,92.0,AESTHINT 62,California in the 60's
11313,AESTHINT,2016,spring,97.0,AESTHINT 63,East Asian Cinema
11314,AFRAMER,2016,spring,51.0,AFRAMER 119X,"Chocolate, Culture, and the Politics of Food"
11315,AFRAMER,2016,spring,49.0,AFRAMER 11,Introduction to African Studies
11316,AFRAMER,2016,spring,17.0,AFRAMER 124Y,Afro-Latin America: History and Culture
11317,AFRAMER,2016,spring,31.0,AFRAMER 125X,Urban Inequality after Civil Rights
11318,AFRAMER,2016,spring,30.0,AFRAMER 135X,Reading Du Bois
11319,AFRAMER,2016,spring,13.0,AFRAMER 137,"Literature, Oratory, Popular Music and the Politics of Liberation"
11320,AFRAMER,2016,spring,14.0,AFRAMER 140X,"Film, Fiction and Diaspora"
11321,AFRAMER,2016,spring,13.0,AFRAMER 158X,The Key to Making It: Educational Progress and Barriers among Black Americans
11322,AFRAMER,2016,spring,9.0,AFRAMER 174,The African City
11323,AFRAMER,2016,spring,133.0,AFRAMER 182,From R & B to Neo Soul: Black Popular Music and Cultural Transformation
11324,AFRAMER,2016,spring,10.0,AFRAMER 186X,Childhood in African America
11325,AFRAMER,2016,spring,12.0,AFRAMER 197,"Poverty, Race, and Health"
11326,AFRAMER,2016,spring,18.0,AFRAMER 208,"Social Theory, In and Out of Africa"
11327,AFRAMER,2016,spring,20.0,AFRAMER 209B,Africa Rising? New African Economies/Cultures and Their Global Implications
11328,AFRAMER,2016,spring,18.0,AFRAMER 212,Entrepreneurship in Africa
11329,AFRAMER,2016,spring,5.0,AFRAMER 302,Graduate Seminar
11330,AFRAMER,2016,spring,19.0,AFRAMER 90R.A1,Afrikaans
11331,AFRAMER,2016,spring,2.0,AFRAMER 90R.A2,Hassaniyah
11332,AFRAMER,2016,spring,1.0,AFRAMER 90R.A4,Malagasy
11333,AFRAMER,2016,spring,15.0,AFRAMER 90R.A5,Jamaican Patois
11334,AFRAMER,2016,spring,8.0,AFRAMER 90R.A,Amharic
11335,AFRAMER,2016,spring,2.0,AFRAMER 90R.B,Bamanakan
11336,AFRAMER,2016,spring,2.0,AFRAMER 90R.C,Cape Verdean Creole
11337,AFRAMER,2016,spring,1.0,AFRAMER 90R.D,Chichewa
11338,AFRAMER,2016,spring,4.0,AFRAMER 90R.G,Haitian Creole
11339,AFRAMER,2016,spring,1.0,AFRAMER 90R.H,Hausa
11340,AFRAMER,2016,spring,12.0,AFRAMER 90R.I,Igbo
11341,AFRAMER,2016,spring,2.0,AFRAMER 90R.J,Kinyarwanda
11342,AFRAMER,2016,spring,3.0,AFRAMER 90R.K,Luganda
11343,AFRAMER,2016,spring,1.0,AFRAMER 90R.L,Oromo
11344,AFRAMER,2016,spring,7.0,AFRAMER 90R.N,Tigrinya
11345,AFRAMER,2016,spring,2.0,AFRAMER 90R.O,Wolof
11346,AFRAMER,2016,spring,25.0,AFRAMER 90R.Q,Zulu
11347,AFRAMER,2016,spring,3.0,AFRAMER 90R.U,Sudanese Arabic
11348,AFRAMER,2016,spring,2.0,AFRAMER 90R.V,Pulaar
11349,AFRAMER,2016,spring,2.0,AFRAMER 90R.X,Setswana
11350,AFRAMER,2016,spring,5.0,AFRAMER 90R.Z,Lingala
11351,AFRAMER,2016,spring,4.0,AFRAMER 90R,African Language Tutorials
11352,AFRAMER,2016,spring,7.0,AFRAMER 97,Sophomore Tutorial
11353,AFRAMER,2016,spring,1.0,AFRAMER 97R.A7,Fon
11357,ANTHRO,2016,spring,15.0,ANTHRO 1165,Digging the Glyphs: Adventures in Decipherment
11358,ANTHRO,2016,spring,11.0,ANTHRO 1173,Cities in the Jungles: Maya Archaeology
11359,ANTHRO,2016,spring,12.0,ANTHRO 1190,Encountering the Conquistadors
11360,ANTHRO,2016,spring,31.0,ANTHRO 1202,Forensic Anthropology: CSI Harvard
11361,ANTHRO,2016,spring,26.0,ANTHRO 1218,"Shipwrecks and Seafarers, Piracy and Plundering: An Introduction to Maritime Archaeology"
11362,ANTHRO,2016,spring,21.0,ANTHRO 1600,Grounding the Global: Anthropological Approaches
11363,ANTHRO,2016,spring,41.0,ANTHRO 1648,"Latin@s Remaking America: Immigration, Culture and Language"
11364,ANTHRO,2016,spring,13.0,ANTHRO 1812,Cities of the Global South: Seminar
11365,ANTHRO,2016,spring,4.0,ANTHRO 1836AR,Sensory Ethnography I: Studio Course
11366,ANTHRO,2016,spring,12.0,ANTHRO 1870,Dance Work
11367,ANTHRO,2016,spring,7.0,ANTHRO 1936,Anthropology of Religion
11368,ANTHRO,2016,spring,9.0,ANTHRO 2020,GIS & Spatial Analysis In Archaeology
11369,ANTHRO,2016,spring,5.0,ANTHRO 2070B,Case Studies and Research Proposal Preparation
11370,ANTHRO,2016,spring,5.0,ANTHRO 2091R,Issues in Chinese Archaeology
11371,ANTHRO,2016,spring,9.0,ANTHRO 2300,"Homeland, Memory and Apocalypse in the Writings of Toni Morrison and Gabriel García Márquez"
11372,ANTHRO,2016,spring,22.0,ANTHRO 2614,Sexuality and Political Economy
11373,ANTHRO,2016,spring,24.0,ANTHRO 2628,Ethnographic Methods for Anthropological Research
11374,ANTHRO,2016,spring,5.0,ANTHRO 2640,Crypto-Colonialism
11375,ANTHRO,2016,spring,13.0,ANTHRO 2650B,History and Theory of Social Anthropology: Proseminar
11376,ANTHRO,2016,spring,8.0,ANTHRO 2674,Legal Anthropology and Modern Governance
11377,ANTHRO,2016,spring,8.0,ANTHRO 2705,Semiotic Anthropology
11378,ANTHRO,2016,spring,14.0,ANTHRO 2796,Medical Anthropology: Advanced Topics
11379,ANTHRO,2016,spring,11.0,ANTHRO 2800,"Social Theory, In and Out of Africa"
11380,ANTHRO,2016,spring,6.0,ANTHRO 2860,Colonial Departures
11381,ANTHRO,2016,spring,2.0,ANTHRO 3200,Dissertation Writing Workshop in Social Anthropology
11382,ANTHRO,2016,spring,21.0,ANTHRO 97Z,Sophomore Tutorial in Social Anthropology
11383,ANTHRO,2016,spring,11.0,ANTHRO 99ZB,Thesis Tutorial in Social Anthropology - Senior Year
11385,APMTH,2016,spring,112.0,APMTH 105,Ordinary and Partial Differential Equations
11386,APMTH,2016,spring,31.0,APMTH 106,Applied Algebra
11387,APMTH,2016,spring,17.0,APMTH 107,Graph Theory and Combinatorics
11388,APMTH,2016,spring,10.0,APMTH 111,Introduction to Scientific Computing
11389,APMTH,2016,spring,53.0,APMTH 120,Applied Linear Algebra and Big Data
11390,APMTH,2016,spring,7.0,APMTH 126,Statistics and Inference in Biology
11391,APMTH,2016,spring,27.0,APMTH 141R,Computational Music Theory
11392,APMTH,2016,spring,60.0,APMTH 207,"Advanced Scientific Computing: Stochastic Methods for Data Analysis, Inference and Optimization"
11393,APMTH,2016,spring,23.0,APMTH 216,Inverse Problems in Science and Engineering
11394,APMTH,2016,spring,104.0,APMTH 21B,Mathematical Methods in the Sciences
11395,APMTH,2016,spring,21.0,APMTH 221,Advanced Optimization
11396,APMTH,2016,spring,13.0,APMTH 222,Stochastic Modeling
11397,APMTH,2016,spring,9.0,APMTH 232,Estimation and Control of Dynamic Systems
11398,APMTH,2016,spring,37.0,APMTH 50,Introduction to Applied Mathematics
11460,CHEM,2016,spring,12.0,CHEM 100R,Experimental Chemistry and Chemical Biology
11461,CHEM,2016,spring,37.0,CHEM 110,Small Molecules and Biological Processes
11462,CHEM,2016,spring,14.0,CHEM 135,Experimental Synthetic Chemistry
11463,CHEM,2016,spring,10.0,CHEM 161,Statistical Thermodynamics
11464,CHEM,2016,spring,17.0,CHEM 165,Experimental Physical Chemistry
11465,CHEM,2016,spring,50.0,CHEM 20,Organic Chemistry
11466,CHEM,2016,spring,11.0,CHEM 255,Practical Crystallography in Chemistry and Materials Science
11467,CHEM,2016,spring,258.0,CHEM 27,Organic Chemistry of Life
11468,CHEM,2016,spring,27.0,CHEM 301HFB,Scientific Teaching and Communications: Practicum
11469,CHEM,2016,spring,52.0,CHEM 40,Inorganic Chemistry
11510,COMPSCI,2016,spring,170.0,COMPSCI 124,Data Structures and Algorithms
11511,COMPSCI,2016,spring,19.0,COMPSCI 127,Cryptography
11512,COMPSCI,2016,spring,57.0,COMPSCI 136,Economics and Computation
11513,COMPSCI,2016,spring,4.0,COMPSCI 148,Design of VLSI Circuits and Systems
11514,COMPSCI,2016,spring,69.0,COMPSCI 152,Programming Languages
11515,COMPSCI,2016,spring,50.0,COMPSCI 161,Operating Systems
11516,COMPSCI,2016,spring,97.0,COMPSCI 171,Visualization
11517,COMPSCI,2016,spring,65.0,COMPSCI 179,Design of Useful and Usable Interactive Systems
11518,COMPSCI,2016,spring,182.0,COMPSCI 181,Machine Learning
11519,COMPSCI,2016,spring,20.0,COMPSCI 189,Autonomous Robot Systems
11520,COMPSCI,2016,spring,89.0,COMPSCI 1,Great Ideas in Computer Science
11521,COMPSCI,2016,spring,29.0,COMPSCI 207,Systems Development for Computational Science
11522,COMPSCI,2016,spring,54.0,COMPSCI 20,Discrete Mathematics for Computer Science
11523,COMPSCI,2016,spring,16.0,COMPSCI 221,Computational Complexity
11524,COMPSCI,2016,spring,21.0,COMPSCI 229R,Information Theory in Computer Science
11525,COMPSCI,2016,spring,14.0,COMPSCI 234R,Topics on Computation in Networks and Crowds
11526,COMPSCI,2016,spring,20.0,COMPSCI 236R,Topics at the Interface between Computer Science and Economics
11527,COMPSCI,2016,spring,13.0,COMPSCI 242,Computing at Scale
11528,COMPSCI,2016,spring,12.0,COMPSCI 247R,Advanced Topics in Computer Architecture
11529,COMPSCI,2016,spring,3.0,COMPSCI 248,Advanced Design of VLSI Circuits and Systems
11530,COMPSCI,2016,spring,56.0,COMPSCI 262,Introduction to Distributed Computing
11531,COMPSCI,2016,spring,23.0,COMPSCI 265,Big Data Systems
11532,COMPSCI,2016,spring,8.0,COMPSCI 278,Rendering and Image Processing in Computer Graphics
11533,COMPSCI,2016,spring,10.0,COMPSCI 282R,Particle Methods in Statistics
11534,COMPSCI,2016,spring,15.0,COMPSCI 284,Optimization Algorithms for Robotics
11535,COMPSCI,2016,spring,33.0,COMPSCI 287,Statistical Natural Language Processing
11536,COMPSCI,2016,spring,23.0,COMPSCI 289,Biologically-inspired Multi-agent Systems
11537,COMPSCI,2016,spring,279.0,COMPSCI 51,Introduction to Computer Science II
11539,CULTBLF,2016,spring,27.0,CULTBLF 11,Medicine and the Body in East Asia and in Europe
11540,CULTBLF,2016,spring,253.0,CULTBLF 23,"From the Hebrew Bible to Judaism, From the Old Testament to Christianity"
11541,CULTBLF,2016,spring,63.0,CULTBLF 35,Classical Mythology
11542,CULTBLF,2016,spring,15.0,CULTBLF 38,Apocalypse Then! Forging the Culture of Medieval Rus'
11543,CULTBLF,2016,spring,49.0,CULTBLF 40,Popular Culture and Modern China
11544,CULTBLF,2016,spring,167.0,CULTBLF 47,The Darwinian Revolution
11545,CULTBLF,2016,spring,13.0,CULTBLF 51,Making the Middle Ages
11569,ECON,2016,spring,52.0,ECON 1000A,"Growth, Technology, Inequality, and Evolution"
11570,ECON,2016,spring,25.0,ECON 1000B,"Growth, Technology, Inequality, and Evolution"
11571,ECON,2016,spring,47.0,ECON 1010A,Intermediate Microeconomics
11572,ECON,2016,spring,338.0,ECON 1010B,Intermediate Macroeconomics
11573,ECON,2016,spring,58.0,ECON 1011B,Intermediate Macroeconomics: Advanced
11574,ECON,2016,spring,43.0,ECON 1030,Psychology and Economics
11575,ECON,2016,spring,84.0,ECON 1050,"Strategy, Conflict, and Cooperation"
11576,ECON,2016,spring,576.0,ECON 10B,Principles of Economics
11577,ECON,2016,spring,89.0,ECON 1123,Introduction to Econometrics
11578,ECON,2016,spring,17.0,ECON 1160,Data Science and Behavioral Economics: Application to Systems Medicine
11579,ECON,2016,spring,30.0,ECON 1310,The Economy of China
11580,ECON,2016,spring,69.0,ECON 1342,The History of Economic Growth
11581,ECON,2016,spring,14.0,ECON 1410,Public Economics: Designing Government Policy
11582,ECON,2016,spring,130.0,ECON 1420,American Economic Policy
11583,ECON,2016,spring,19.0,ECON 1425,Political Economics
11584,ECON,2016,spring,6.0,ECON 1460,Economics of Health Care Policy
11585,ECON,2016,spring,11.0,ECON 1640,Industrial Organization: Theory and Applications
11586,ECON,2016,spring,59.0,ECON 1661,Fundamentals of Environmental Economics and Policy
11587,ECON,2016,spring,10.0,ECON 1687,"Advanced Economics of the Environment, Natural Resources, and Climate Change"
11588,ECON,2016,spring,63.0,ECON 1745,Corporate Finance
11589,ECON,2016,spring,65.0,ECON 1759,The Financial System and the Central Bank
11590,ECON,2016,spring,73.0,ECON 1760,Behavioral Finance
11591,ECON,2016,spring,63.0,ECON 1816,Race in America
11592,ECON,2016,spring,44.0,ECON 1818,Economics of Discontinuous Change
11593,ECON,2016,spring,12.0,ECON 2001B,Research in Behavior in Games and Markets
11594,ECON,2016,spring,30.0,ECON 2010B,Economic Theory
11595,ECON,2016,spring,28.0,ECON 2010D,Economic Theory
11596,ECON,2016,spring,32.0,ECON 2020B,Microeconomic Theory II
11597,ECON,2016,spring,30.0,ECON 2030,Psychology and Economics
11598,ECON,2016,spring,6.0,ECON 2052,Game Theory I: Equilibrium Theory
11599,ECON,2016,spring,8.0,ECON 2059,Decision Theory
11600,ECON,2016,spring,7.0,ECON 2060B,Contract Theory
11601,ECON,2016,spring,11.0,ECON 2080,Economics and Politics: The Foundations of Economics in Political Theory
11602,ECON,2016,spring,9.0,ECON 2087HFRB,Advanced Topics in Theory
11603,ECON,2016,spring,54.0,ECON 2120,Introduction to Applied Econometrics
11604,ECON,2016,spring,24.0,ECON 2150,"Machine Learning in Econometrics: Prediction, Estimation, and Big Data"
11605,ECON,2016,spring,5.0,ECON 2162B,Research in Econometrics
11606,ECON,2016,spring,9.0,ECON 2330,History and Human Capital
11607,ECON,2016,spring,13.0,ECON 2332HFCB,Early-Stage Research and Discussions on Economic Development
11608,ECON,2016,spring,17.0,ECON 2338,Behavioral Development Economics
11609,ECON,2016,spring,9.0,ECON 2392,The Political Economy of Economic Development
11610,ECON,2016,spring,6.0,ECON 2410A,Topics in Macroeconomics
11611,ECON,2016,spring,6.0,ECON 2420HFB,Research in Macroeconomics
11612,ECON,2016,spring,9.0,ECON 2450B,Public Economics and Fiscal Policy II
11613,ECON,2016,spring,13.0,ECON 2465,Health Economics
11614,ECON,2016,spring,12.0,ECON 2480B,Research in Public Economics and Fiscal Policy: Research Seminar
11615,ECON,2016,spring,15.0,ECON 2490,The Economics of National Security Seminar
11616,ECON,2016,spring,17.0,ECON 2510,Inside Government: Making Public Policy
11617,ECON,2016,spring,12.0,ECON 2530B,International Finance
11618,ECON,2016,spring,5.0,ECON 2532,"Advanced Topics in International Macroeconomics, and Finance"
11619,ECON,2016,spring,7.0,ECON 2540HFB,Research in International Economics
11620,ECON,2016,spring,6.0,ECON 2611,Industrial Organization II
11621,ECON,2016,spring,14.0,ECON 2725,Corporate Finance and Banking
11622,ECON,2016,spring,5.0,ECON 2727,Empirical Methods in Corporate Finance
11623,ECON,2016,spring,11.0,ECON 2728,Behavioral Finance
11624,ECON,2016,spring,20.0,ECON 2770HFB,Research in Financial Economics
11625,ECON,2016,spring,22.0,ECON 2810B,Labor Economics and Labor Market Institutions
11626,ECON,2016,spring,11.0,ECON 2811,Social Economics
11627,ECON,2016,spring,14.0,ECON 2812HFB,Research in Labor Economics
11628,ECON,2016,spring,7.0,ECON 2880,Economics of Science
11629,ECON,2016,spring,11.0,ECON 2888R,Economics of Science and Engineering Workshop
11630,ECON,2016,spring,198.0,ECON 970,Tutorial - Sophomore Year
11631,ECON,2016,spring,18.0,ECON 980AA,The Rise of Asia and the World Economy
11632,ECON,2016,spring,17.0,ECON 980B,Education in the Economy
11633,ECON,2016,spring,12.0,ECON 985LB,Research in Development and Health Economics
11634,ECON,2016,spring,9.0,ECON 985PB,"Research in Finance, Behavioral, and Experimental Economics"
11635,ECON,2016,spring,8.0,ECON 985QB,"Research in Applied Microeconomics, Labor, and Environmental Economics"
11636,ECON,2016,spring,8.0,ECON 985RB,"Research in Public Economics, Health, and Education"
11637,ECON,2016,spring,7.0,ECON 985SB,"Research in Political Economy, History, and Development Economics"
11638,ECON,2016,spring,11.0,ECON 985TB,"Research in Economic Theory, Modeling, Industrial Organization, and Econometrics"
11639,ECON,2016,spring,10.0,ECON 985UB,"Research in Macroeconomics, Trade, and Finance"
11645,ENG-SCI,2016,spring,21.0,ENG-SCI 115,Mathematical Modeling
11646,ENG-SCI,2016,spring,26.0,ENG-SCI 120,Introduction to the Mechanics of Solids
11647,ENG-SCI,2016,spring,79.0,ENG-SCI 123,Introduction to Fluid Mechanics and Transport Processes
11648,ENG-SCI,2016,spring,4.0,ENG-SCI 131,Introduction to Physical Oceanography and Climate
11649,ENG-SCI,2016,spring,4.0,ENG-SCI 132,Introduction to Meteorology and Climate
11650,ENG-SCI,2016,spring,52.0,ENG-SCI 150,Introduction to Probability with Engineering Applications
11651,ENG-SCI,2016,spring,3.0,ENG-SCI 151,Applied Electromagnetism
11652,ENG-SCI,2016,spring,8.0,ENG-SCI 153,Laboratory Electronics
11653,ENG-SCI,2016,spring,30.0,ENG-SCI 154,Electronic Devices and Circuits
11654,ENG-SCI,2016,spring,10.0,ENG-SCI 155,Biological Signal Processing
11655,ENG-SCI,2016,spring,29.0,ENG-SCI 156,Signals and Systems
11656,ENG-SCI,2016,spring,4.0,ENG-SCI 166,State-of-the-art Instrumentation in Environmental Sciences
11657,ENG-SCI,2016,spring,14.0,ENG-SCI 177,Microfabrication Laboratory
11658,ENG-SCI,2016,spring,13.0,ENG-SCI 183,Introduction to Heat Transfer
11659,ENG-SCI,2016,spring,6.0,ENG-SCI 202,Estimation and Control of Dynamic Systems
11660,ENG-SCI,2016,spring,16.0,ENG-SCI 20,How to Create Things and Have Them Matter
11661,ENG-SCI,2016,spring,21.0,ENG-SCI 221,Drug Delivery
11662,ENG-SCI,2016,spring,11.0,ENG-SCI 227,Medical Device Design
11663,ENG-SCI,2016,spring,8.0,ENG-SCI 229,Survey of Energy Technology
11664,ENG-SCI,2016,spring,19.0,ENG-SCI 22,Design Survivor: Experiential Lessons in Designing for Desirability
11665,ENG-SCI,2016,spring,13.0,ENG-SCI 231,Energy Technology
11666,ENG-SCI,2016,spring,15.0,ENG-SCI 247,Fracture Mechanics
11667,ENG-SCI,2016,spring,5.0,ENG-SCI 249,Advanced Neural Control of Movement
11668,ENG-SCI,2016,spring,23.0,ENG-SCI 24,Flavor Molecules of Food Fermentation: Exploration and Inquiry
11669,ENG-SCI,2016,spring,8.0,ENG-SCI 252R,Advanced Topics in Robotics Research
11670,ENG-SCI,2016,spring,20.0,ENG-SCI 273,Optics and Photonics
11671,ENG-SCI,2016,spring,7.0,ENG-SCI 277,Microfabrication Laboratory
11672,ENG-SCI,2016,spring,9.0,ENG-SCI 294HFRB,Quantum Materials and Devices: Tutorial Lectures
11673,ENG-SCI,2016,spring,54.0,ENG-SCI 51,Computer-Aided Machine Design
11674,ENG-SCI,2016,spring,37.0,ENG-SCI 52,The Joy of Electronics - Part I
11675,ENG-SCI,2016,spring,48.0,ENG-SCI 6,Introduction to Environmental Science and Engineering
11676,ENG-SCI,2016,spring,38.0,ENG-SCI 95R,Startup R & D
11677,ENG-SCI,2016,spring,40.0,ENG-SCI 96,Engineering Problem Solving and Design Project
11678,ENGLISH,2016,spring,14.0,ENGLISH 103G,Old English: Beowulf and its Contexts
11679,ENGLISH,2016,spring,78.0,ENGLISH 121CG,Shakespeare After Hamlet
11680,ENGLISH,2016,spring,12.0,ENGLISH 148GF,Gothic Fiction
11681,ENGLISH,2016,spring,26.0,ENGLISH 154F,"Faulkner, Morrison, and the Representation of Race"
11682,ENGLISH,2016,spring,101.0,ENGLISH 168D,Postwar American and British Fiction
11683,ENGLISH,2016,spring,88.0,ENGLISH 181A,Asian American Literature
11684,ENGLISH,2016,spring,16.0,ENGLISH 183ED,"Poetry, Exile and Displacement"
11685,ENGLISH,2016,spring,6.0,ENGLISH 190E,"""Rotten English"" Literature: Writing in English from Across the Globe"
11686,ENGLISH,2016,spring,45.0,ENGLISH 190GN,The Graphic Novel
11687,ENGLISH,2016,spring,8.0,ENGLISH 211,The Making of the Early English Canon 1350-1950: Graduate Seminar
11688,ENGLISH,2016,spring,18.0,ENGLISH 279,Modern and Contemporary Poets: Graduate Seminar
11689,ENGLISH,2016,spring,15.0,ENGLISH 287,"Conrad, Naipaul, Coetzee: Genealogies of the Global Imagination: Graduate Seminar"
11690,ENGLISH,2016,spring,5.0,ENGLISH 288P,Poetry in the Digital Environment: Seminar
11691,ENGLISH,2016,spring,16.0,ENGLISH 292M,Methods of Literary Study: Seminar
11692,ENGLISH,2016,spring,14.0,ENGLISH 40,Arrivals
11693,ENGLISH,2016,spring,30.0,ENGLISH 41,Arrivals: British Literature 700-1700
11694,ENGLISH,2016,spring,16.0,ENGLISH 50A,Poetry of the Long 18th Century
11695,ENGLISH,2016,spring,19.0,ENGLISH 61A,The Literature of Empire
11696,ENGLISH,2016,spring,28.0,ENGLISH 66,Migrations: Narrative Setting
11697,ENGLISH,2016,spring,9.0,ENGLISH 90AL,Anthropocene Literature
11698,ENGLISH,2016,spring,25.0,ENGLISH 90FD,The Rhetoric of Frederick Douglass and Abraham Lincoln: Seminar
11699,ENGLISH,2016,spring,23.0,ENGLISH 90HB,Five Shakespeare Plays: Seminar
11700,ENGLISH,2016,spring,15.0,ENGLISH 90QO,T.S. Eliot: Seminar
11701,ENGLISH,2016,spring,31.0,ENGLISH 98R,Tutorial - Junior Year
11702,ENGLISH,2016,spring,12.0,ENGLISH CAFR,Advanced Fiction Writing: Workshop
11703,ENGLISH,2016,spring,8.0,ENGLISH CALR,Dramatic Screenwriting II: Workshop
